# CDC Weekly counts of deaths by state and select causes
# 2019 - 2021
# export of https://data.cdc.gov/NCHS/Weekly-Counts-of-Deaths-by-State-and-Select-Causes/muzy-jte6
# Last update 11-20-2021
# Column 1 and Columns after S of the raw CDC data removed for clarity.

Jurisdiction of Occurrence,MMWR Year,MMWR Week,Week Ending Date,All Cause,Natural Cause,Septicemia (A40-A41),Malignant neoplasms (C00-C97),Diabetes mellitus (E10-E14),Alzheimer disease (G30),Influenza and pneumonia (J09-J18),Chronic lower respiratory diseases (J40-J47),"Other diseases of respiratory system (J00-J06,J30-J39,J67,J70-J98)","Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)","Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified (R00-R99)","Diseases of heart (I00-I09,I11,I13,I20-I51)",Cerebrovascular diseases (I60-I69),"COVID-19 (U071, Multiple Cause of Death)","COVID-19 (U071, Underlying Cause of Death)"
Vermont,2021,18,5/8/2021,118,103,0,21,,,,,,0,0,28,,,
Vermont,2021,19,5/15/2021,127,105,0,38,,,0,,0,0,,24,,,
Vermont,2021,20,5/22/2021,110,96,,29,,,0,,,0,0,23,,,
Vermont,2021,21,5/29/2021,97,85,0,16,,,0,,,0,,24,,0,0
Vermont,2021,22,6/5/2021,85,73,0,25,,,0,,,0,0,20,,,0
Vermont,2021,23,6/12/2021,94,89,0,19,,,0,,,0,0,31,,0,0
Vermont,2021,24,6/19/2021,133,109,,28,,,0,,0,,,26,,0,0
Vermont,2021,25,6/26/2021,110,102,0,26,,,0,,0,0,0,31,,0,0
Vermont,2021,26,7/3/2021,114,94,0,26,,,0,,0,0,,29,,,
Vermont,2021,27,7/10/2021,155,127,,34,,,0,,,,,33,,,0
Vermont,2021,28,7/17/2021,103,92,0,17,,,0,,,,,24,,0,0
Vermont,2021,29,7/24/2021,110,98,0,29,,,0,,,0,0,22,,0,0
Vermont,2021,30,7/31/2021,113,103,0,29,,,,,,0,0,32,,0,0
Vermont,2021,31,8/7/2021,160,139,0,36,,,0,,0,0,,35,,,
Vermont,2021,32,8/14/2021,106,94,0,29,0,,,10,0,0,,18,,,
Vermont,2021,33,8/21/2021,119,110,,27,,,0,,,,,25,,,
Vermont,2021,34,8/28/2021,115,104,0,23,,,0,,,,,29,,,
Vermont,2021,35,9/4/2021,120,109,,24,,,,,,0,,27,,,
Vermont,2021,36,9/11/2021,118,103,0,18,,,0,,,0,,28,,,
Vermont,2021,37,9/18/2021,154,140,,24,,,,,,0,,35,,,
